step,p_L_prior,p_correct_now,p_L_post,p_L_after,p_next,observation,order_value,item_id
0,0.4595121407039159,0.540613711974732,0.6223189795325756,0.6223412031683048,0.5983180800741951,1,2,5
1,0.6223412031683048,0.5983180800741951,0.414982320785836,0.41501674459612403,0.5248451588867536,0,9,39
2,0.41501674459612403,0.5248451588867536,0.23394500945542304,0.23399008592507795,0.4606918143322182,0,14,35
3,0.23399008592507795,0.4606918143322182,0.11621007165667514,0.11626207592579157,0.418970635558608,0,16,1
4,0.11626207592579157,0.418970635558608,0.05359488160104766,0.05365057029458442,0.39678198376928164,0,17,39
5,0.05365057029458442,0.39678198376928164,0.02382228208375979,0.0238797226667761,0.38623160704814935,0,18,32
6,0.0238797226667761,0.38623160704814935,0.010420968495233723,0.010479197642925889,0.3814826462852546,0,19,3
7,0.010479197642925889,0.3814826462852546,0.004537947492961941,0.004596522811387229,0.37939790767194476,0,20,1
8,0.004596522811387229,0.37939790767194476,0.001983807411612792,0.002042533021621964,0.3784928090076132,0,23,6
9,0.002042533021621964,0.3784928090076132,0.003951068567877199,0.00400967841963284,0.3791899381345269,1,24,40
10,0.00400967841963284,0.3791899381345269,0.0017299522667156802,0.001788692814156077,0.3784028515482483,0,25,1
11,0.001788692814156077,0.3784028515482483,0.0007707438587165959,0.0008295408482260732,0.3780629413548978,0,26,31
12,0.0008295408482260732,0.3780629413548978,0.00035725199705123704,0.0004160733173902043,0.3779164141794942,0,29,44
13,0.0004160733173902043,0.3779164141794942,0.0001791448993901614,0.00023797669996786103,0.37785329920104094,0,31,36
14,0.00023797669996786103,0.37785329920104094,0.00046112039602661973,0.0005199356045057437,0.37795322153781624,1,36,2
15,0.0005199356045057437,0.37795322153781624,0.00022387718489013132,0.0002827063533153944,0.3778691507716553,0,39,39
16,0.0002827063533153944,0.3778691507716553,0.00012171305287684483,0.000180548232878892,0.37783294734643863,0,40,39
17,0.000180548232878892,0.37783294734643863,0.0003498618021622717,0.0004086835573576132,0.377913795350726,1,44,6
18,0.0004086835573576132,0.377913795350726,0.00017596241694483426,0.00023479440478725398,0.3778521714396344,0,50,35
19,0.00023479440478725398,0.3778521714396344,0.00010108284991335145,0.0001599192438448545,0.37782563671798747,0,51,37
20,0.0001599192438448545,0.37782563671798747,0.0003098934647058058,0.0003687175717317244,0.377899631958079,1,52,9
21,0.0003687175717317244,0.377899631958079,0.0007143655108279838,0.0007731658177714823,0.37804296282367167,1,57,37
22,0.0007731658177714823,0.37804296282367167,0.00033296269912431634,0.00039178544870245634,0.37790780689468956,0,60,43
23,0.00039178544870245634,0.37790780689468956,0.00016868515897649586,0.00022751757502981695,0.3778495926317941,0,61,40
24,0.00022751757502981695,0.3778495926317941,9.794964911198092e-05,0.0001567862274083567,0.3778245264202864,0,62,34
25,0.0001567862274083567,0.3778245264202864,6.749604837770946e-05,0.00012633441863527125,0.3778137347203519,0,71,32
26,0.00012633441863527125,0.3778137347203519,5.43856834396831e-05,0.00011322482514182077,0.37780908886170034,0,72,44
27,0.00011322482514182077,0.37780908886170034,4.874177270325002e-05,0.00010758124650631281,0.3778070888554726,0,75,45
28,0.00010758124650631281,0.3778070888554726,4.631213872201921e-05,0.00010515175549043537,0.37780622787745216,0,78,3
29,0.00010515175549043537,0.37780622787745216,4.5266216060487525e-05,0.00010410589437344253,0.37780585723873467,0,80,2
30,0.00010410589437344253,0.37780585723873467,0.0002017482358253809,0.00026057870636983033,0.377861309039564,1,82,40
31,0.00026057870636983033,0.377861309039564,0.00011218506317110443,0.00017102080382237932,0.3778295709573286,0,84,45
32,0.00017102080382237932,0.3778295709573286,7.362459210422479e-05,0.00013246260174392137,0.3778159064637037,0,88,3
33,0.00013246260174392137,0.3778159064637037,0.0002566942588843573,0.00031552149627613274,0.3778807800045452,1,91,9
34,0.00031552149627613274,0.3778807800045452,0.00013584343604574071,0.0001946777845829505,0.3778379546641759,0,100,37
35,0.0001946777845829505,0.3778379546641759,8.381007047774319e-05,0.00014264748078003908,0.3778195158439952,0,104,32
36,0.00014264748078003908,0.3778195158439952,6.14088615115556e-05,0.00012024758995344806,0.37781157763243717,0,107,35
37,0.00012024758995344806,0.37781157763243717,0.00023302592007835797,0.00029185455017061726,0.3778723927661174,1,114,8
38,0.00029185455017061726,0.3778723927661174,0.0005654893338706007,0.000624298401037002,0.37799020626975405,1,119,45
39,0.000624298401037002,0.37799020626975405,0.00026883036639023674,0.0003276568896650252,0.3778850806201512,0,120,40
