item_id,domain,a,b,c
1,基本的なファイル管理,1.1157133697391213,-0.2368739054181643,0.05077050675573684
2,基本的なファイル管理,1.0057960320418207,0.569328955307123,0.34923999404309264
3,基本的なファイル管理,1.0489036064732409,-0.4356010275478446,0.050222042509306765
4,基本的なファイル管理,1.055009503605785,-0.9239589656755248,0.0504502486357067
5,基本的なファイル管理,0.8453604877952278,0.5788187039701258,0.3492351481254843
6,基本的なファイル管理,1.0050849360210108,0.41373671638318227,0.3492312765060827
7,基本的なファイル管理,1.1721158614566645,-0.22064953012352972,0.05158330532057206
8,基本的なファイル管理,1.0883501808472968,0.09727964937854525,0.18581016923247612
9,基本的なファイル管理,1.0265169437412776,0.294419589895912,0.34427839359738294
10,基本的なファイル管理,0.980379322279792,0.4130051453041272,0.3492354160101678
11,基本的なファイル管理,0.7699807493928119,-1.366557684884347,0.05010295897151147
12,基本的なファイル管理,0.9276166416563644,-1.0659939017256819,0.05
13,基本的なファイル管理,1.0842136397322986,-0.0669201723920033,0.118055868207591
14,基本的なファイル管理,0.8326928189946766,-1.1314308750154585,0.05
15,基本的なファイル管理,1.0797505538340881,-0.7042288558853312,0.05011153218274256
16,基本的なファイル管理,1.0159393755445632,0.060186817035113166,0.21558785994854107
17,基本的なファイル管理,1.0788015364032923,-0.5707834483299015,0.05023683142190989
18,所有者とパーミッション,0.8842574892261064,0.6366516141786115,0.35
19,所有者とパーミッション,0.7696324421668103,-1.539604501468835,0.05037183154324815
20,所有者とパーミッション,1.069021098080791,0.28759251650031453,0.28618989550696916
21,所有者とパーミッション,1.0232262901190752,-0.18171184246103592,0.09595944947338654
22,所有者とパーミッション,0.9968925499793264,0.40097293207404855,0.34988444693888443
23,所有者とパーミッション,0.5390622611038333,-1.5877511312264128,0.05
24,所有者とパーミッション,1.022837425449932,0.1355491597695492,0.2629410079317099
25,所有者とパーミッション,1.0484647522021768,0.1932089973771771,0.2568417341045047
26,所有者とパーミッション,1.0651716714822315,0.301706430822264,0.29940882477291575
27,所有者とパーミッション,0.9185809459538715,-1.0803657538309868,0.050425031605853245
28,所有者とパーミッション,1.0856101803773186,0.06054700712093912,0.16222035551083672
29,所有者とパーミッション,0.8620669821547028,-1.1882908068355809,0.05
30,所有者とパーミッション,1.0439661317326943,-0.5630898380824279,0.05
